question_id,topic,difficulty,question,gold_answer,generated_answer,gold_article_keys,retrieved_article_keys,retrieved_citations,token_f1,rouge_l,retrieval_gold_available,citation_present,citation_gold_match,grounded_citation_score,error_type_auto
Q074,Ceza Hukuku,medium,Zincirleme suç hükümlerinin uygulanabilmesi için hangi şartlar gerekir?,Aynı suç işleme kararının icrası kapsamında değişik zamanlarda bir kişiye karşı aynı suçun birden fazla işlenmesi gerekir; bu durumda bir cezaya hükmedilir ve ceza artırılır.,"**Cevap:**

1. **Kısa cevap:**  
Zincirleme suç hükümlerinin uygulanabilmesi için suçların birbirini izleyerek aynı kişi tarafından işlenmesi ve bu suçların birbirine bağlanması gerekir.

2. **Şartlar / açıklama:**  
Zincirleme suç, bir kişi tarafından işlenen ve birbirini izleyen birden fazla suçun, birinin unsuru diğerinin ağırlaştırıcı nedenini oluşturduğu hâllerde uygulanır. Bu suçlar, tek bir fiil sayılır ve içtima hükümleri uygulanmaz. Zincirleme suç kapsamında, suçların birbirini izleyerek işlenmesi ve birinin diğerine bağlanması şarttır. Bu bağ, suçların birbirini takip eden ve birbirine içten bağlı olması anlamına gelir.

3. **Dayanak maddeler:**  
- **TÜRK CEZA KANUNU m.42**  
  ""Biri diğerinin unsurunu veya ağırlaştırıcı nedenini oluşturması dolayısıyla tek fiil sayılan suça bileşik suç denir. Bu tür suçlarda içtima hükümleri uygulanmaz. Zincirleme suç""

4. **Not / sınırlılık:**  
Bağlamda yalnızca zincirleme suçun tanımı yer almakta, uygulamada dikkate alınması gereken diğer şartlar veya özel durumlar belirtilmemektedir. Bu nedenle, sadece verilen mevzuat bağlamına dayanarak genel bir tanım yapılmıştır.",1_5_5237_MADDE_43,1_5_5237_MADDE_58; 1_5_5271_MADDE_250; 1_5_5237_MADDE_42; 1_5_5275_MADDE_50; 1_5_5275_MADDE_108; 1_5_5237_MADDE_61; 1_5_5320_GEÇİCİ_MADDE_7; 1_5_5275_MADDE_107; 1_5_5237_MADDE_50; 1_5_5237_MADDE_51,TÜRK CEZA KANUNU m.58 | CEZA MUHAKEMESİ KANUNU m.250 | TÜRK CEZA KANUNU m.42 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.50 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.108 | TÜRK CEZA KANUNU m.61 | CEZA MUHAKEMESİ KANUNUNUN YÜRÜRLÜK VE UYGULAMA ŞEKLİ HAKKINDA KANUN geçici m.7 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.107 | TÜRK CEZA KANUNU m.50 | TÜRK CEZA KANUNU m.51,0.1547619047619047,0.1071428571428571,0.0,1.0,0.0,0.0,retrieval_miss
Q052,Anayasa Hukuku,easy,Bireysel başvuru süresi ne zaman başlar ve kaç gündür?,"Bireysel başvuru, olağan kanun yollarının tüketildiği tarihten veya başvuru yolu öngörülmemişse ihlalin öğrenildiği tarihten itibaren otuz gün içinde yapılır.","1. **Kısa cevap**  
Bireysel başvuru süresi, başvuru yollarının tüketildiği tarihten itibaren **otuz gün**dür.

2. **Şartlar / açıklama**  
Bireysel başvuru süresi, başvuru yollarının tüketildiği tarihten itibaren başlar. Başvuru yolu öngörülmemişse, ihlalin öğrenildiği tarihten itibaren süreye başlanır. Başvurucunun geçerli bir mazereti bulunuyorsa, süresi içinde başvuramaması durumunda, mazeretin kalktığı tarihten itibaren **onbeş gün** içinde başvurması gerekir. Bu süreler, Anayasa Mahkemesi'ne yapılacak bireysel başvurular kapsamında geçerlidir.

3. **Dayanak maddeler**  
- ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.47  
  (5) Bireysel başvurunun, başvuru yollarının tüketildiği tarihten; başvuru yolu öngörülmemişse ihlalin öğrenildiği tarihten itibaren otuz gün içinde yapılması gerekir. Haklı bir mazereti nedeniyle süresi içinde başvuramayanlar, mazeretin kalktığı tarihten itibaren onbeş gün içinde ve mazeretlerini belgeleyen delillerle birlikte başvurabilirler.

4. **Not / sınırlılık**  
Verilen bilgiler yalnızca Anayasa Mahkemesi'ne yapılacak bireysel başvurularla ilgilidir. Başka mevzuatlara yapılacak başvurular için farklı süreler söz konusu olabilir. Bu bağlamda başka bir mevzuatta bireysel başvuru süresiyle ilgili doğrudan bir bilgi bulunmamaktadır.",1_5_2709_MADDE_148,1_5_6216_MADDE_47; 1_5_6384_GEÇİCİ_MADDE_2; 1_5_6458_MADDE_75; 1_5_5233_MADDE_6; 1_5_6216_MADDE_48; 1_5_4982_MADDE_11; 1_5_5510_GEÇİCİ_MADDE_42; 1_5_6701_MADDE_18; 1_5_6384_MADDE_5; 1_5_2577_MADDE_10,ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.47 | TAZMİNAT KOMİSYONUNUN GÖREVLERİ İLE ÇALIŞMA USUL VE ESASLARI HAKKINDA KANUN geçici m.2 | YABANCILAR VE ULUSLARARASI KORUMA KANUNU m.75 | TERÖR VE TERÖRLE MÜCADELEDEN DOĞAN ZARARLARIN KARŞILANMASI HAKKINDA KANUN m.6 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.48 | BİLGİ EDİNME HAKKI KANUNU m.11 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU geçici m.42 | TÜRKİYE İNSAN HAKLARI VE EŞİTLİK KURUMU KANUNU m.18 | TAZMİNAT KOMİSYONUNUN GÖREVLERİ İLE ÇALIŞMA USUL VE ESASLARI HAKKINDA KANUN m.5 | İDARİ YARGILAMA USULÜ KANUNU m.10,0.186046511627907,0.186046511627907,0.0,1.0,0.0,0.0,retrieval_miss
Q029,Ceza Muhakemesi Hukuku,easy,"Mahkemenin ""keşif"" kararı vermesi için gereken şartlar ve keşfin icrası nasıl olur?","Keşif, hâkim veya mahkemenin maddi olayı doğrudan gözlemlemek amacıyla yapılır. Olayın aydınlatılması bakımından gerekli görüldüğünde kararlaştırılır ve işlem tutanağa bağlanır.","**Cevap:**

1. **Kısa cevap:**  
Mahkemenin keşif kararı vermesi için uyuşmazlık konusunun bizzat incelemesi gerekli olup, keşif davaya bakan mahkemece veya istinade ile yapılır. Keşif kararı sözlü yargılamaya kadar taraflardan birinin talebiyle veya resen alınabilir.

2. **Şartlar / açıklama:**  
- Mahkeme, uyuşmazlık konusunu bizzat incelemek amacıyla keşif kararı verebilir.  
- Keşif kararı, taraflardan birinin talebiyle veya mahkemenin kendi kararıyla alınabilir.  
- Keşif davaya bakan mahkemece yapılır; eğer keşif konusu mahkemenin yargı çevresi dışında ise istinade suretiyle yapılır.  
- Keşif sırasında taraflar hazır bulunabilir veya yokluklarında da yapılabilir.  
- Keşif tutanağı düzenlenir ve bu tutanakta yapılan gözlemler, tanıkların ve bilirkişilerin ifadeleri yer alır.  
- Taraflar veya üçüncü kişiler keşife karşı koyması durumunda, bu durumun sonuçları mevzuatla belirlenmiştir.

3. **Dayanak maddeler:**  
- **HUKUK MUHAKEMELERİ KANUNU m.288:** Mahkemenin keşif kararı verebileceğini ve bunun için bizzat inceleme yapmasının gerekli olduğunu belirtir.  
- **HUKUK MUHAKEMELERİ KANUNU m.289:** Keşifin davaya bakan mahkemece yapılması gerektiğini ve yargının dışında olması durumunda istinade yapılacağını ifade eder.  
- **HUKUK MUHAKEMELERİ KANUNU m.290:** Keşifin yeri, zamanı ve kapsamının mahkemece tespit edileceğini, tarafların hazır bulunabileceğini ve tutanak düzenlenmesi gerektiğini belirtir.  
- **HUKUK MUHAKEMELERİ KANUNU",1_5_5271_MADDE_83,1_5_6100_MADDE_288; 1_5_6100_MADDE_289; 1_5_6100_MADDE_291; 1_5_6100_MADDE_290; 1_5_5271_MADDE_83; 1_5_6100_MADDE_402; 1_5_6100_MADDE_400; 1_5_5271_MADDE_281; 1_5_5271_MADDE_84; 1_5_5271_MADDE_82,HUKUK MUHAKEMELERİ KANUNU m.288 | HUKUK MUHAKEMELERİ KANUNU m.289 | HUKUK MUHAKEMELERİ KANUNU m.291 | HUKUK MUHAKEMELERİ KANUNU m.290 | CEZA MUHAKEMESİ KANUNU m.83 | HUKUK MUHAKEMELERİ KANUNU m.402 | HUKUK MUHAKEMELERİ KANUNU m.400 | CEZA MUHAKEMESİ KANUNU m.281 | CEZA MUHAKEMESİ KANUNU m.84 | CEZA MUHAKEMESİ KANUNU m.82,0.0721649484536082,0.0618556701030927,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q147,Ceza Hukuku,easy,Yardım etme neyi ifade eder?,"Yardım etme, suçun işlenmesini kolaylaştıran veya suçun işlenmesine maddi ya da manevi katkıda bulunan davranışlardır.","**Cevap:**

1. **Kısa cevap:**  
Yardım etme, genel anlamda ihtiyaç sahiplerine maddi veya manevi destek sunma, ihtiyaçlarını giderme veya onlara yardım etme eylemini ifade eder. Bağlamda yer alan mevzuatlar çerçevesinde, yardım etme; asker ailelerine, afet mağdurlarına, çiftçilere veya kamu yararına yardım edecek kişilere yönelik olarak, belirli usuller ve şartlar çerçevesinde yapılır.

2. **Şartlar / açıklama:**  
- Asker ailelerine yardım etme, mahalli idarelerce (belediye encümenleri veya ihtiyar meclisi) ihtiyaçların tetkiki ve yardım miktarının belirlenmesiyle yapılır. Yardım, asgari geçim haddi dikkate alınarak yapılır.  
- Afet mağdurlarına yardım etme, afet bölgesindeki ihtiyaç sahiplerine yönelik çalışmalara katılmak suretiyle yapılır. Davet edilenlerin katılmaması cezai sonuçlar doğurabilir.  
- Kamu yararına yardım toplamak, isteğe bağlıdır ve belirli usullerle (makbuz, kutu, banka hesabı vs.) yapılır.  
- Çiftçilere yardım etme, tabii afetler sonucu zarar görmüş olanlara, kredi, karşılıksız para veya teknik destek şeklinde yapılır.  
- Hukuki anlamda yardım etmek, bir suçun işlenmesine yardımcı olmak da olabilir; bu durumda cezai sonuçlar doğar.

3. **Dayanak maddeler:**  
- ASKER AİLELERİNDEN MUHTAÇ OLANLARA YARDIM HAKKINDA KANUN m.3  
- YARDIM TOPLAMA KANUNU m.3, m.4, m.5, m.7  
- UMUMİ HAYATA MÜESSİR AFETLER DOLAYISIYLE ALINACAK TEDBİRLERLE YAPILACAK YARDIMLARA DAİR KANUN m.47  
- TABİ",1_5_5237_MADDE_39,1_3_4109_MADDE_3; 1_5_2860_MADDE_3; 1_5_5237_MADDE_39; 1_5_2860_MADDE_4; 1_5_2860_MADDE_2; 1_3_7269_MADDE_47; 1_5_2860_MADDE_5; 1_5_2860_MADDE_7; 1_5_6100_MADDE_335; 1_5_2090_MADDE_2,ASKER AİLELERİNDEN MUHTAÇ OLANLARA YARDIM HAKKINDA KANUN m.3 | YARDIM TOPLAMA KANUNU m.3 | TÜRK CEZA KANUNU m.39 | YARDIM TOPLAMA KANUNU m.4 | YARDIM TOPLAMA KANUNU m.2 | UMUMİ HAYATA MÜESSİR AFETLER DOLAYISİYLE ALINACAK TEDBİRLERLE YAPILACAK YARDIMLARA DAİR KANUN m.47 | YARDIM TOPLAMA KANUNU m.5 | YARDIM TOPLAMA KANUNU m.7 | HUKUK MUHAKEMELERİ KANUNU m.335 | TABİİ AFETLERDEN ZARAR GÖREN ÇİFTÇİLERE YAPILACAK YARDIMLAR HAKKINDA KANUN m.2,0.0792079207920792,0.0594059405940594,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q158,Ceza Muhakemesi Hukuku,medium,Sanığın hazır bulunmadığı durumda duruşmaya devam edilebilmesi hangi koşullara bağlıdır?,Sanığın sorgusu yapılmışsa ve mahkemece hazır bulunması zorunlu görülmüyorsa belirli koşullarda yokluğunda duruşmaya devam edilebilir.,"1. **Kısa cevap**  
Sanığın hazır bulunmadığı durumda duruşmaya devam edilebilmesi, sanığın özürsüz gelmemesi, savuşmaması veya duruşmayı terk etmesi gibi koşullara bağlıdır.

2. **Şartlar / açıklama**  
Sanık, duruşmaya gelmemişse veya gelmiş olsa bile savuşmuşsa, duruşmada bulunmak istemiyorsa veya duruşmayı terk etmişse, duruşmaya devam edilebilir. Ayrıca, sanığın duruşmadan bağışık tutulması veya müdafii aracılığıyla temsil edilmek yetkisini kullanması durumunda da duruşmaya devam edilebilir. Ancak, sanığın dinlenmesi zorunlu olduğu durumlarda (örneğin, cezanın birinci derece mahkemesinin verdiği cezadan daha ağır olması gibi), duruşmaya devam edilemez.

3. **Dayanak maddeler**  
- CEZA MUHAKEMESİ KANUNU m.194  
- CEZA MUHAKEMESİ KANUNU m.195  
- CEZA MUHAKEMESİ KANUNU m.197  
- CEZA MUHAKEMESİ KANUNU m.198  
- CEZA MUHAKEMESİ KANUNU m.204  
- CEZA MUHAKEMESİ KANUNU m.282  
- DİSİPLİN MAHKEMELERİ KURULUŞU, YARGILAMA USULÜ VE DİSİPLİN SUÇ VE CEZALARI HAKKINDA KANUN m.19  

4. **Not / sınırlılık**  
Yukarıdaki cevap yalnızca verilen mevzuat bağlamına dayanmaktadır. Bağlamda yer almayan diğer hukuki kaynaklar veya durumlar dikkate alınmamıştır.",1_5_5271_MADDE_193,1_5_5271_MADDE_197; 1_5_477_MADDE_19; 1_5_5271_MADDE_204; 1_5_5271_MADDE_194; 1_5_5271_MADDE_193; 1_5_5271_MADDE_188; 1_5_5271_MADDE_195; 1_5_5271_MADDE_282; 1_5_5271_MADDE_198; 1_5_6100_MADDE_147,"CEZA MUHAKEMESİ KANUNU m.197 | DİSİPLİN MAHKEMELERİ KURULUŞU, YARGILAMA USULÜ VE DİSİPLİN SUÇ VE CEZALARI HAKKINDA KANUN m.19 | CEZA MUHAKEMESİ KANUNU m.204 | CEZA MUHAKEMESİ KANUNU m.194 | CEZA MUHAKEMESİ KANUNU m.193 | CEZA MUHAKEMESİ KANUNU m.188 | CEZA MUHAKEMESİ KANUNU m.195 | CEZA MUHAKEMESİ KANUNU m.282 | CEZA MUHAKEMESİ KANUNU m.198 | HUKUK MUHAKEMELERİ KANUNU m.147",0.0838323353293413,0.059880239520958,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q143,Ceza Hukuku,medium,Haksız tahrik hâlinde cezada ne tür bir sonuç doğar?,Haksız bir fiilin meydana getirdiği hiddet veya şiddetli elemin etkisi altında suç işleyen kişinin cezasında indirim yapılır.,"1. **Kısa cevap:**  
Haksız tahrik hâlinde, tahrik eden kişi, tahrik konusu suçun işlenmesi durumunda bu suçlara azmettiren sıfatıyla cezalandırılır.

2. **Şartlar / açıklama:**  
Haksız tahrik, bir kişinin başka bir kişiyi bir suç işlemeye zorlaması veya itirazsız bir şekilde yönlendirmesi anlamına gelir. Eğer tahrik edilen kişi bu tahrik sonucu suç işliyorsa, tahrik eden kişi bu suçun azmettiricisi sayılır ve buna göre cezalandırılır. Bu durumda, suçun faili tahrik edilen kişi olurken, ceza sorumluluğu tahrik eden kişiye yüklenir.

3. **Dayanak maddeler:**  
- TÜRK CEZA KANUNU m.214/3: ""Tahrik konusu suçların işlenmesi halinde, tahrik eden kişi, bu suçlara azmettiren sıfatıyla cezalandırılır.""

4. **Not / sınırlılık:**  
Bu madde sadece tahrik eden kişinin cezalandırılmasını öngörür; tahrik edilen kişi ise suçun faili olarak değerlendirilir. Ancak, haksız tahrikin meydana gelip gelmediği ve bu tahrikin suç işlenmesindeki etkisi, mahkemede değerlendirilerek karar verilir.",1_5_5237_MADDE_29,1_5_5237_MADDE_214; 1_5_5237_MADDE_223; 1_5_5237_MADDE_28; 1_5_5237_MADDE_107; 1_5_5237_MADDE_29; 1_5_5237_MADDE_129; 1_5_5237_MADDE_25; 1_5_6102_MADDE_61; 1_5_5237_MADDE_117; 1_5_5237_MADDE_277,TÜRK CEZA KANUNU m.214 | TÜRK CEZA KANUNU m.223 | TÜRK CEZA KANUNU m.28 | TÜRK CEZA KANUNU m.107 | TÜRK CEZA KANUNU m.29 | TÜRK CEZA KANUNU m.129 | TÜRK CEZA KANUNU m.25 | TÜRK TİCARET KANUNU m.61 | TÜRK CEZA KANUNU m.117 | TÜRK CEZA KANUNU m.277,0.0939597315436241,0.0671140939597315,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q099,Medeni Hukuk,medium,Aile yurdu kurulunca malik üzerindeki temel sınırlama nedir?,"Aile yurdu olarak özgülenen taşınmaz ve eklentileri üzerinde malik, kanunda öngörülen sınırlar dışında serbestçe tasarruf edemez; aileyi korumaya yönelik kayıtlar doğar.","1. **Kısa cevap:**  
Aile yurdu kurulunca malik üzerindeki temel sınırlama, taşınmazın tasarruf edilemez hale gelmesidir. Yani aile yurdu hâline getirilen taşınmaz devrolunamaz, rehnedilemez ve kiraya verilemez.

2. **Şartlar / açıklama:**  
Aile yurdu hâline getirilen taşınmazlar, malikin ailesinin barınma ve geçim ihtiyaçlarını karşılaması amacıyla koruma altına alınır. Bu durumda malik, taşınmaz üzerindeki tasarruf hakkını kaybeder. Aile yurdu, tapu kütüğüne şerh verilerek resmî olarak belirlenir ve bu durum, mal üzerindeki alacaklıların haklarını da etkiler. Aile yurdu, cebrî icra yoluyla el konulamaz ve malikin diğer malları da bu durumdan etkilenmez.

3. **Dayanak maddeler:**  
- **TÜRK MEDENİ KANUNU m.391:** ""Aile yurdu hâline getirilen taşınmazlar devrolunamaz, rehnedilemez ve kiraya verilemez. Aile yurdu ve eklentileri hakkında, mahkeme eliyle yönetim hâli saklı kalmak kaydıyla, cebrî icra yoluna başvurulamaz.""

4. **Not / sınırlılık:**  
Bu sınırlama, aile yurdu statüsünün devam ettiği sürece geçerlidir. Malikin ölümü veya aile yurdu statüsünün kaldırılması durumunda bu sınırlamalar ortadan kalkabilir.",1_5_4721_MADDE_386,1_5_4721_MADDE_387; 1_5_4721_MADDE_391; 1_5_4721_MADDE_392; 1_5_4787_MADDE_2; 1_5_4721_MADDE_394; 1_5_4721_MADDE_372; 1_5_4721_MADDE_389; 1_5_4721_MADDE_390; 1_5_4721_MADDE_386; 1_5_4787_MADDE_6,"TÜRK MEDENİ KANUNU m.387 | TÜRK MEDENİ KANUNU m.391 | TÜRK MEDENİ KANUNU m.392 | AİLE MAHKEMELERİNİN KURULUŞ, GÖREV VE YARGILAMA USULLERİNE DAİR KANUN m.2 | TÜRK MEDENİ KANUNU m.394 | TÜRK MEDENİ KANUNU m.372 | TÜRK MEDENİ KANUNU m.389 | TÜRK MEDENİ KANUNU m.390 | TÜRK MEDENİ KANUNU m.386 | AİLE MAHKEMELERİNİN KURULUŞ, GÖREV VE YARGILAMA USULLERİNE DAİR KANUN m.6",0.0946745562130177,0.0710059171597633,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q171,Ticaret Hukuku,easy,Ticari iş karinesi neyi ifade eder?,Bir tacirin borçlarının ticari olması asıldır; taraflardan yalnız biri için ticari iş niteliğinde olan sözleşmeler kanunda aksi öngörülmedikçe diğer taraf için de ticari iş sayılır.,"1. **Kısa cevap**  
Ticari iş karinesi, bir tacirin ticaretine ait faaliyetlerinde, basiretli bir iş adamı gibi hareket etmesi gerektiğine dair yükümlülüğü ifade eder.

2. **Şartlar / açıklama**  
Ticari iş karinesi, tacirlerin ticari faaliyetlerinde dürüstlük, özen ve mesleki bilgiye dayalı bir şekilde hareket etmesini gerektirir. Bu kavram, tacirlerin ticari işlemlerde karşı taraflara karşı sorumluluklarını ve ticari güvenilirliklerini ifade eder. Basiretli bir iş adamı gibi hareket etmek, ticari kararların alımında dikkatli, bilinçli ve mesleki standartlara uygun davranmayı kapsar.

3. **Dayanak maddeler**  
- **TÜRK TİCARET KANUNU m.18/2**: ""Her tacirin, ticaretine ait bütün faaliyetlerinde basiretli bir iş adamı gibi hareket etmesi gerekir.""

4. **Not / sınırlılık**  
Ticari iş karinesi, yalnızca tacirlerin ticari faaliyetlerine uygulanır ve bu yükümlülük, tacirin ticari sıfatı ile doğrudan ilişkilidir. Bu kavram, genel ticari örf ve âdetlerle de bağlantılıdır.",1_5_6102_MADDE_19,1_4_193_MADDE_39; 1_5_6102_MADDE_18; 1_4_193_MADDE_37; 1_4_193_MADDE_38; 1_5_6102_MADDE_3; 1_5_6102_MADDE_11; 1_5_6102_MADDE_90; 1_5_6102_MADDE_19; 1_5_6102_MADDE_1; 1_5_6102_MADDE_20,GELİR VERGİSİ KANUNU m.39 | TÜRK TİCARET KANUNU m.18 | GELİR VERGİSİ KANUNU m.37 | GELİR VERGİSİ KANUNU m.38 | TÜRK TİCARET KANUNU m.3 | TÜRK TİCARET KANUNU m.11 | TÜRK TİCARET KANUNU m.90 | TÜRK TİCARET KANUNU m.19 | TÜRK TİCARET KANUNU m.1 | TÜRK TİCARET KANUNU m.20,0.1045751633986928,0.0915032679738562,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q179,Ticaret Hukuku,medium,Limited şirkette ortak sayısına ilişkin temel sınır nedir?,Limited şirket bir veya daha çok gerçek ya da tüzel kişi tarafından kurulabilir; ortak sayısı elliyi aşamaz.,"1. **Kısa cevap:**  
Limited şirketlerde ortak sayısı en fazla elli olabilir.

2. **Şartlar / açıklama:**  
Limited şirketlerde ortak sayısının temel sınırı, Türk Ticaret Kanunu’nun 574. maddesinde belirlenmiştir. Bu maddeye göre, ortak sayısı elli kişiyi aşamaz. Bu sınır, şirketin kuruluşundan sonra da geçerlidir. Ortak sayısı bire düşerse, bu durumun tescil ve ilan edilmesiyle ilgili özel prosedürler uygulanır.

3. **Dayanak maddeler:**  
- **TÜRK TİCARET KANUNU m.574**  
  (1) Ortakların sayısı elliyi aşamaz.

4. **Not / sınırlılık:**  
Bağlamda yer alan diğer mevzuat kaynaklarında (örneğin, anonim şirketlerle ilgili hükümler veya kooperatiflerle ilgili mevzuat) ortak sayısı ile ilgili farklı düzenlemeler yer almakla birlikte, bu sorunun konusu olan ""limited şirket"" için geçerli olan temel hukuki dayanak, Türk Ticaret Kanunu’nun 574. maddesidir. Diğer mevzuat kaynakları bu soruya doğrudan cevap vermez.",1_5_6102_MADDE_573,1_5_6102_MADDE_574; 1_5_6102_MADDE_573; 1_5_6103_MADDE_23; 1_5_1163_MADDE_78; 1_5_6102_MADDE_572; 1_5_6102_MADDE_629; 1_5_6102_MADDE_304; 1_5_6102_MADDE_580; 1_5_6102_MADDE_577; 1_5_6102_MADDE_618,TÜRK TİCARET KANUNU m.574 | TÜRK TİCARET KANUNU m.573 | TÜRK TİCARET KANUNUNUN YÜRÜRLÜĞÜ VE UYGULAMA ŞEKLİ HAKKINDA KANUN m.23 | KOOPERATİFLER KANUNU m.78 | TÜRK TİCARET KANUNU m.572 | TÜRK TİCARET KANUNU m.629 | TÜRK TİCARET KANUNU m.304 | TÜRK TİCARET KANUNU m.580 | TÜRK TİCARET KANUNU m.577 | TÜRK TİCARET KANUNU m.618,0.1142857142857142,0.0857142857142857,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q091,Medeni Hukuk,medium,Gaiplik kararı istenebilmesi için ölüm tehlikesi hâlinde ne kadar süre geçmelidir?,"Ölüm tehlikesi içinde kaybolan kişi hakkında, tehlikenin üzerinden en az bir yıl geçmişse gaiplik istenebilir.","1. **Kısa cevap**  
Gaiplik kararı istenebilmesi için ölüm tehlikesi hâlinde en az bir yıl geçmelidir.

2. **Şartlar / açıklama**  
Ölüm tehlikesi içinde kaybolan bir kişiyle ilgili gaiplik kararı istenebilmesi için, ölüm tehlikesinin gerçekleştiği tarihten itibaren en az bir yıl geçmesi gerekir. Bu süre, son haber tarihi üzerinden hesaplanan beş yıl süresinden daha kısadır ve ölüm tehlikesi durumunda geçerlidir.

3. **Dayanak maddeler**  
- **TÜRK MEDENİ KANUNU m.33**  
  ""Gaiplik kararının istenebilmesi için, ölüm tehlikesinin üzerinden en az bir yıl veya son haber tarihinin üzerinden en az beş yıl geçmiş olması gerekir.""

4. **Not / sınırlılık**  
Bu süre, mahkemeye yapılacak başvurunun temel şartıdır. Ayrıca, mahkeme, gaipliğine karar verilecek kişi hakkında bilgi sahibi olan kişileri belirli bir süre içinde bilgi vermeleri için ilânla çağırır. Bu ilân süresi en az altı aydır.",1_5_4721_MADDE_32,1_5_4721_MADDE_33; 1_5_4721_MADDE_584; 1_5_4721_MADDE_35; 1_5_4721_MADDE_32; 1_5_4721_MADDE_31; 1_5_4721_MADDE_588; 1_5_2827_MADDE_5; 1_5_4721_MADDE_45; 1_5_4721_MADDE_44; 1_5_4721_MADDE_34,TÜRK MEDENİ KANUNU m.33 | TÜRK MEDENİ KANUNU m.584 | TÜRK MEDENİ KANUNU m.35 | TÜRK MEDENİ KANUNU m.32 | TÜRK MEDENİ KANUNU m.31 | TÜRK MEDENİ KANUNU m.588 | NÜFUS PLANLAMASI HAKKINDA KANUN m.5 | TÜRK MEDENİ KANUNU m.45 | TÜRK MEDENİ KANUNU m.44 | TÜRK MEDENİ KANUNU m.34,0.1678321678321678,0.1258741258741258,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
Q035,Medeni Hukuk,medium,"Evlilik birliğinin sarsılması nedeniyle açılan boşanma davasında ""ortak hayatın yeniden kurulması""nın hukuki sonucu nedir?","Evlilik birliğinin sarsılması sebebiyle açılan boşanma davası reddedilir ve karar kesinleşmesinden itibaren üç yıl içinde ortak hayat yeniden kurulamamış olursa, evlilik birliği temelinden sarsılmış sayılır ve eşlerden birinin istemi üzerine boşanmaya karar verilir.","1. **Kısa cevap:**  
Evlilik birliğinin sarsılması nedeniyle açılan boşanma davasında, ""ortak hayatın yeniden kurulması"" hâlinde boşanmaya karar verilmez; ayrılık kararı verilebilir.

2. **Şartlar / açıklama:**  
Evlilik birliği temelinden sarsılmış olsa bile, hâkim, ortak hayatın yeniden kurulma olasılığı bulunduğu takdirde boşanmaya değil, ayrılığa karar verebilir. Bu durumda, eşlerin birlikte yaşamaya dönmeleri hukuki olarak mümkün kılınır. Ancak, ayrılık süresi sona erdiğinde ortak hayat yeniden kurulmamışsa, eşlerden her biri boşanma davası açabilir.

3. **Dayanak maddeler:**  
- **TÜRK MEDENİ KANUNU m.170:** Boşanma sebebi ispatlanmış olursa, hâkim boşanmaya veya ayrılığa karar verir. Dava boşanmaya ilişkinse, ancak ortak hayatın yeniden kurulması olasılığı bulunduğu takdirde ayrılığa karar verilebilir.  
- **TÜRK MEDENİ KANUNU m.172:** Ortak hayat yeniden kurulmamışsa, eşlerden her biri boşanma davası açabilir.

4. **Not / sınırlılık:**  
Bu hükümler, evlilik birliğinin sarsılması nedeniyle açılan boşanma davalarına özgüdür. Ortak hayatın yeniden kurulması, boşanma kararının verilmesini engeller; ancak bu durumun devamı, ayrılık süresi sonunda boşanma davasının açılmasını mümkün kılar.",1_5_4721_MADDE_166,1_5_4721_MADDE_166; 1_5_4721_MADDE_170; 1_5_4721_MADDE_172; 1_5_4721_MADDE_165; 1_5_4721_MADDE_164; 1_5_4721_MADDE_197; 1_5_4721_MADDE_163; 1_5_4721_MADDE_211; 1_5_4721_MADDE_195; 1_5_4721_MADDE_130,TÜRK MEDENİ KANUNU m.166 | TÜRK MEDENİ KANUNU m.170 | TÜRK MEDENİ KANUNU m.172 | TÜRK MEDENİ KANUNU m.165 | TÜRK MEDENİ KANUNU m.164 | TÜRK MEDENİ KANUNU m.197 | TÜRK MEDENİ KANUNU m.163 | TÜRK MEDENİ KANUNU m.211 | TÜRK MEDENİ KANUNU m.195 | TÜRK MEDENİ KANUNU m.130,0.1956521739130435,0.1521739130434782,1.0,1.0,0.0,0.0,wrong_or_unsupported_citation
